Chromosome,Source,Start,End,Strand,gene_id,gene_name,gene_type,hgnc_id
chr1,HAVANA,39955111,39969968,+,ENSG00000168389.18,MFSD2A,protein_coding,HGNC:25897
chr1,HAVANA,40040232,40072649,+,ENSG00000131236.18,CAP1,protein_coding,HGNC:20040
chr1,HAVANA,40161386,40240921,+,ENSG00000117000.9,RLF,protein_coding,HGNC:10025
chr1,HAVANA,40245946,40251684,+,ENSG00000188800.6,TMCO2,protein_coding,HGNC:23312
chr1,HAVANA,40258040,40294180,+,ENSG00000084073.10,ZMPSTE24,protein_coding,HGNC:12877
chr1,HAVANA,40344849,40423326,+,ENSG00000084070.12,SMAP2,protein_coding,HGNC:25082
chr1,HAVANA,40450101,40463718,+,ENSG00000187801.15,ZFP69B,protein_coding,HGNC:28053
chr1,HAVANA,40477289,40496343,+,ENSG00000187815.10,ZFP69,protein_coding,HGNC:24708
chr1,HAVANA,40508740,40516038,+,ENSG00000164002.12,EXO5,protein_coding,HGNC:26115
chr1,HAVANA,40531572,40548167,+,ENSG00000117010.17,ZNF684,protein_coding,HGNC:28418
chr1,HAVANA,40691647,40771603,+,ENSG00000066136.21,NFYC,protein_coding,HGNC:7806
chr1,HAVANA,40783786,40840452,+,ENSG00000117013.17,KCNQ4,protein_coding,HGNC:6298
chr1,HAVANA,40979299,41012565,+,ENSG00000171793.17,CTPS1,protein_coding,HGNC:2519
chr1,HAVANA,41361921,41383590,+,ENSG00000204060.8,FOXO6,protein_coding,HGNC:24814
chr1,HAVANA,42153409,42155820,+,ENSG00000044012.4,GUCA2B,protein_coding,HGNC:4683
chr1,HAVANA,42380791,42424232,+,ENSG00000177181.15,RIMKLA,protein_coding,HGNC:28725
chr1,HAVANA,42456116,42473385,+,ENSG00000127125.9,PPCS,protein_coding,HGNC:25686
chr1,HAVANA,42463220,42657190,+,ENSG00000186409.19,CCDC30,protein_coding,HGNC:26103
chr1,HAVANA,42658334,42676758,+,ENSG00000171960.12,PPIH,protein_coding,HGNC:14651
chr1,HAVANA,42682417,42703805,+,ENSG00000065978.19,YBX1,protein_coding,HGNC:8014
chr1,HAVANA,42767244,42779491,+,ENSG00000164008.17,C1orf50,protein_coding,HGNC:28795
chr1,HAVANA,42767291,42794493,+,ENSG00000283580.4,ENSG00000283580,protein_coding,
chr1,HAVANA,42784990,42816619,+,ENSG00000274386.6,TMEM269,protein_coding,HGNC:52381
chr1,HAVANA,42817121,42844991,+,ENSG00000164010.15,ERMAP,protein_coding,HGNC:15743
chr1,HAVANA,42846572,42852477,+,ENSG00000164011.18,ZNF691,protein_coding,HGNC:28028
chr1,HAVANA,43145152,43156396,+,ENSG00000186973.11,CFAP144,protein_coding,HGNC:34347
chr1,HAVANA,43172329,43254358,+,ENSG00000243710.8,CFAP57,protein_coding,HGNC:26485
chr1,HAVANA,43269982,43274002,+,ENSG00000179178.11,TMEM125,protein_coding,HGNC:28275
chr1,HAVANA,43300981,43323108,+,ENSG00000066056.15,TIE1,protein_coding,HGNC:11809
chr1,HAVANA,43337817,43354466,+,ENSG00000117400.18,MPL,protein_coding,HGNC:7217
chr1,HAVANA,43358980,43363203,+,ENSG00000117399.14,CDC20,protein_coding,HGNC:1723
chr1,HAVANA,43389881,43454247,+,ENSG00000198198.17,SZT2,protein_coding,HGNC:29040
chr1,HAVANA,43525186,43623666,+,ENSG00000142949.17,PTPRF,protein_coding,HGNC:9670
chr1,HAVANA,43650148,43705518,+,ENSG00000066135.13,KDM4A,protein_coding,HGNC:22978
chr1,HAVANA,43650148,43931014,+,ENSG00000284989.1,ENSG00000284989,protein_coding,
chr1,HAVANA,43705823,43931165,+,ENSG00000126091.21,ST3GAL3,protein_coding,HGNC:10866
chr1,HAVANA,43933319,43937240,+,ENSG00000117407.17,ARTN,protein_coding,HGNC:727
chr1,HAVANA,43946949,43968022,+,ENSG00000117408.11,IPO13,protein_coding,HGNC:16853
chr1,HAVANA,43969999,43973369,+,ENSG00000132768.14,DPH2,protein_coding,HGNC:3004
chr1,HAVANA,43974486,43978295,+,ENSG00000117410.14,ATP6V0B,protein_coding,HGNC:861
chr1,HAVANA,43978942,43991170,+,ENSG00000117411.18,B4GALT2,protein_coding,HGNC:925
chr1,HAVANA,43991358,43996528,+,ENSG00000159214.13,CCDC24,protein_coding,HGNC:28688
chr1,HAVANA,44118820,44135140,+,ENSG00000171872.5,KLF17,protein_coding,HGNC:18830
chr1,HAVANA,44213454,44220681,+,ENSG00000178028.14,DMAP1,protein_coding,HGNC:18291
chr1,HAVANA,44405193,44651723,+,ENSG00000187147.19,RNF220,protein_coding,HGNC:25552
chr1,HAVANA,44674691,44725591,+,ENSG00000198520.12,ARMH1,protein_coding,HGNC:34345
chr1,HAVANA,44739817,44767767,+,ENSG00000142945.13,KIF2C,protein_coding,HGNC:6393
chr1,HAVANA,44775250,44778779,+,ENSG00000142937.12,RPS8,protein_coding,HGNC:10441
chr1,HAVANA,44800376,44805990,+,ENSG00000173846.13,PLK3,protein_coding,HGNC:2154
chr1,HAVANA,44808522,44815585,+,ENSG00000222009.9,BTBD19,protein_coding,HGNC:27145
chr1,HAVANA,45010949,45015575,+,ENSG00000126088.14,UROD,protein_coding,HGNC:12591
chr1,HAVANA,45326894,45328710,+,ENSG00000186603.7,HPDL,protein_coding,HGNC:28242
chr1,HAVANA,45340051,45343973,+,ENSG00000132773.12,TOE1,protein_coding,HGNC:15954
chr1,HAVANA,45500299,45513382,+,ENSG00000132763.15,MMACHC,protein_coding,HGNC:24525
chr1,HAVANA,45550542,45570049,+,ENSG00000117448.14,AKR1A1,protein_coding,HGNC:380
chr1,HAVANA,45583845,45618904,+,ENSG00000132780.17,NASP,protein_coding,HGNC:7644
chr1,HAVANA,45688180,45694436,+,ENSG00000159596.7,TMEM69,protein_coding,HGNC:28035
chr1,HAVANA,45786986,46036122,+,ENSG00000086015.23,MAST2,protein_coding,HGNC:19035
chr1,HAVANA,46175072,46185962,+,ENSG00000117472.10,TSPAN1,protein_coding,HGNC:20657
chr1,HAVANA,46203333,46221256,+,ENSG00000171357.6,LURAP1,protein_coding,HGNC:32327
chr1,HAVANA,46246460,46278480,+,ENSG00000085999.13,RAD54L,protein_coding,HGNC:9826
chr1,HAVANA,46303697,46316776,+,ENSG00000173660.12,UQCRH,protein_coding,HGNC:12590
chr1,HAVANA,46340788,46365152,+,ENSG00000117481.11,NSUN4,protein_coding,HGNC:31802
chr1,HAVANA,46394316,46413848,+,ENSG00000117480.16,FAAH,protein_coding,HGNC:3553
chr1,HAVANA,46489835,46516216,+,ENSG00000197587.12,DMBX1,protein_coding,HGNC:19026
chr1,HAVANA,46668854,46673594,+,ENSG00000186118.9,TEX38,protein_coding,HGNC:29589
chr1,HAVANA,46757837,46819413,+,ENSG00000142973.16,CYP4B1,protein_coding,HGNC:2644
chr1,HAVANA,47023668,47050751,+,ENSG00000186377.8,CYP4X1,protein_coding,HGNC:20244
chr1,HAVANA,47067230,47118318,+,ENSG00000186160.5,CYP4Z1,protein_coding,HGNC:20583
chr1,HAVANA,47137434,47149727,+,ENSG00000162365.13,CYP4A22,protein_coding,HGNC:20575
chr1,HAVANA,47333789,47394866,+,ENSG00000162368.15,CMPK1,protein_coding,HGNC:18170
chr1,HAVANA,47416284,47418052,+,ENSG00000186790.6,FOXE3,protein_coding,HGNC:3808
chr1,HAVANA,47438043,47440691,+,ENSG00000186564.6,FOXD2,protein_coding,HGNC:3803
chr1,HAVANA,48222684,48248644,+,ENSG00000117834.13,SLC5A9,protein_coding,HGNC:22146
chr1,HAVANA,50024028,50203772,+,ENSG00000162374.18,ELAVL4,protein_coding,HGNC:3315
chr1,HAVANA,50960744,50974634,+,ENSG00000123080.12,CDKN2C,protein_coding,HGNC:1789
chr1,HAVANA,51102220,51148086,+,ENSG00000204006.11,C1orf185,protein_coding,HGNC:28096
chr1,HAVANA,51236272,51273447,+,ENSG00000123091.5,RNF11,protein_coding,HGNC:10056
chr1,HAVANA,51577178,51798427,+,ENSG00000117859.19,OSBPL9,protein_coding,HGNC:16386
chr1,HAVANA,52056198,52090716,+,ENSG00000134717.18,BTF3L4,protein_coding,HGNC:30547
chr1,HAVANA,52142088,52348671,+,ENSG00000157077.16,ZFYVE9,protein_coding,HGNC:6775
chr1,HAVANA,52404601,52420836,+,ENSG00000134748.13,PRPF38A,protein_coding,HGNC:25930
chr1,HAVANA,52602370,52609051,+,ENSG00000116157.6,GPX7,protein_coding,HGNC:4559
chr1,HAVANA,52633167,52669683,+,ENSG00000182183.15,SHISAL2A,protein_coding,HGNC:28757
chr1,HAVANA,52726452,52827336,+,ENSG00000162378.13,ZYG11B,protein_coding,HGNC:25820
chr1,HAVANA,52842510,52894998,+,ENSG00000203995.11,ZYG11A,protein_coding,HGNC:32058
chr1,HAVANA,52927275,53051698,+,ENSG00000116171.19,SCP2,protein_coding,HGNC:10606
chr1,HAVANA,53062051,53085501,+,ENSG00000174348.14,PODN,protein_coding,HGNC:23174
chr1,HAVANA,53196791,53214197,+,ENSG00000157184.7,CPT2,protein_coding,HGNC:2330
chr1,HAVANA,53459398,53467488,+,ENSG00000143006.7,DMRTB1,protein_coding,HGNC:13913
chr1,HAVANA,53891238,53911086,+,ENSG00000211452.12,DIO1,protein_coding,HGNC:2883
chr1,HAVANA,53946076,53968168,+,ENSG00000116212.16,LRRC42,protein_coding,HGNC:28792
chr1,HAVANA,54053583,54112519,+,ENSG00000116205.14,TCEANC2,protein_coding,HGNC:26494
chr1,HAVANA,54184040,54225464,+,ENSG00000116221.15,MRPL37,protein_coding,HGNC:14034
chr1,HAVANA,54542256,54639192,+,ENSG00000162390.18,ACOT11,protein_coding,HGNC:18156
chr1,HAVANA,54641753,54710266,+,ENSG00000184313.20,MROH7,protein_coding,HGNC:24802
chr1,HAVANA,54641785,54742308,+,ENSG00000271723.5,MROH7-TTC4,protein_coding,HGNC:49180
chr1,HAVANA,54715860,54742657,+,ENSG00000243725.7,TTC4,protein_coding,HGNC:12394
chr1,HAVANA,54806062,54842252,+,ENSG00000162398.12,CIMAP2,protein_coding,HGNC:26854
chr1,HAVANA,54886799,54992293,+,ENSG00000143001.6,TMEM61,protein_coding,HGNC:27296
chr1,HAVANA,54998932,55017172,+,ENSG00000162399.9,BSND,protein_coding,HGNC:16512
chr1,HAVANA,55039444,55064852,+,ENSG00000169174.13,PCSK9,protein_coding,HGNC:20001
chr1,HAVANA,56645313,56715335,+,ENSG00000162409.12,PRKAA2,protein_coding,HGNC:9377
chr1,HAVANA,56854767,56918223,+,ENSG00000157131.12,C8A,protein_coding,HGNC:1352
chr1,HAVANA,59296637,59810647,+,ENSG00000172456.18,FGGY,protein_coding,HGNC:25610
chr1,HAVANA,59814785,59876322,+,ENSG00000134709.13,HOOK1,protein_coding,HGNC:19884
chr1,HAVANA,60865258,61462788,+,ENSG00000162599.18,NFIA,protein_coding,HGNC:7784
chr1,HAVANA,61742476,62178675,+,ENSG00000132849.22,PATJ,protein_coding,HGNC:28881
chr1,HAVANA,62194848,62212328,+,ENSG00000240563.2,L1TD1,protein_coding,HGNC:25595
chr1,HAVANA,62436296,62451804,+,ENSG00000162607.13,USP1,protein_coding,HGNC:12607
chr1,HAVANA,62597519,62606313,+,ENSG00000132855.5,ANGPTL3,protein_coding,HGNC:491
chr1,HAVANA,62784131,62865516,+,ENSG00000125703.15,ATG4C,protein_coding,HGNC:16040
chr1,HAVANA,63322566,63325128,+,ENSG00000187140.6,FOXD3,protein_coding,HGNC:3804
chr1,HAVANA,63367574,63438553,+,ENSG00000088035.18,ALG6,protein_coding,HGNC:23157
chr1,HAVANA,63523371,63572693,+,ENSG00000203965.13,EFCAB7,protein_coding,HGNC:29379
chr1,HAVANA,63593410,63660245,+,ENSG00000079739.17,PGM1,protein_coding,HGNC:8905
chr1,HAVANA,63774016,64181498,+,ENSG00000185483.13,ROR1,protein_coding,HGNC:10256
chr1,HAVANA,64203622,64267368,+,ENSG00000177414.14,UBE2U,protein_coding,HGNC:28559
chr1,HAVANA,64470128,64693058,+,ENSG00000158966.16,CACHD1,protein_coding,HGNC:29314
chr1,HAVANA,64745074,64833232,+,ENSG00000162437.15,RAVER2,protein_coding,HGNC:25577
chr1,HAVANA,65147548,65232145,+,ENSG00000162433.15,AK4,protein_coding,HGNC:363
chr1,HAVANA,65248218,65415871,+,ENSG00000116675.16,DNAJC6,protein_coding,HGNC:15469
chr1,HAVANA,65420586,65436007,+,ENSG00000213625.9,LEPROT,protein_coding,HGNC:29477
chr1,HAVANA,65420651,65641559,+,ENSG00000116678.20,LEPR,protein_coding,HGNC:6554
chr1,HAVANA,65792513,66374579,+,ENSG00000184588.18,PDE4B,protein_coding,HGNC:8781
chr1,HAVANA,66533266,66751139,+,ENSG00000118473.23,SGIP1,protein_coding,HGNC:25412
chr1,HAVANA,66752458,66779047,+,ENSG00000152760.10,DYNLT5,protein_coding,HGNC:26882
chr1,HAVANA,66924894,66988619,+,ENSG00000198160.15,MIER1,protein_coding,HGNC:29657
chr1,HAVANA,67138906,67259979,+,ENSG00000162594.17,IL23R,protein_coding,HGNC:19100
chr1,HAVANA,67307363,67398724,+,ENSG00000081985.14,IL12RB2,protein_coding,HGNC:5972
chr1,HAVANA,67685200,67688334,+,ENSG00000116717.13,GADD45A,protein_coding,HGNC:4095
chr1,HAVANA,69567921,70151945,+,ENSG00000033122.21,LRRC7,protein_coding,HGNC:18531
chr1,HAVANA,70205681,70253052,+,ENSG00000116754.14,SRSF11,protein_coding,HGNC:10782
chr1,HAVANA,70411217,70439851,+,ENSG00000116761.12,CTH,protein_coding,HGNC:2501
chr1,HAVANA,74198234,74544393,+,ENSG00000259030.8,FPGT-TNNI3K,protein_coding,HGNC:42952
chr1,HAVANA,74198237,74234086,+,ENSG00000254685.8,FPGT,protein_coding,HGNC:3825
chr1,HAVANA,74235386,74544428,+,ENSG00000116783.15,TNNI3K,protein_coding,HGNC:19661
chr1,HAVANA,74733151,74766678,+,ENSG00000162623.16,TYW3,protein_coding,HGNC:24757
chr1,HAVANA,75128433,75161533,+,ENSG00000162624.16,LHX8,protein_coding,HGNC:28838
chr1,HAVANA,75724430,75787575,+,ENSG00000117054.15,ACADM,protein_coding,HGNC:89
chr1,HAVANA,75786196,75795086,+,ENSG00000137955.16,RABGGTB,protein_coding,HGNC:9796
chr1,HAVANA,75796881,75913242,+,ENSG00000057468.7,MSH4,protein_coding,HGNC:7327
chr1,HAVANA,76074745,76634603,+,ENSG00000184005.12,ST6GALNAC3,protein_coding,HGNC:19343
chr1,HAVANA,76867479,77067546,+,ENSG00000117069.15,ST6GALNAC5,protein_coding,HGNC:19342
chr1,HAVANA,77282018,77559966,+,ENSG00000154027.19,AK5,protein_coding,HGNC:365
chr1,HAVANA,77779623,77879540,+,ENSG00000180488.17,MIGA1,protein_coding,HGNC:24741
chr1,HAVANA,77888512,77943895,+,ENSG00000162614.19,NEXN,protein_coding,HGNC:29557
chr1,HAVANA,77979174,78017964,+,ENSG00000162616.9,DNAJB4,protein_coding,HGNC:14886
chr1,HAVANA,77979541,78138444,+,ENSG00000137960.6,GIPC2,protein_coding,HGNC:18177
chr1,HAVANA,78303883,78540701,+,ENSG00000122420.10,PTGFR,protein_coding,HGNC:9600
chr1,HAVANA,78619901,78646145,+,ENSG00000137959.17,IFI44L,protein_coding,HGNC:17817
chr1,HAVANA,78649795,78664078,+,ENSG00000137965.11,IFI44,protein_coding,HGNC:16938
chr1,HAVANA,81306146,81993932,+,ENSG00000117114.21,ADGRL2,protein_coding,HGNC:18582
chr1,HAVANA,84078061,84238498,+,ENSG00000142875.21,PRKACB,protein_coding,HGNC:9381
chr1,HAVANA,84298365,84389957,+,ENSG00000203943.9,SAMD13,protein_coding,HGNC:24582
chr1,HAVANA,84398483,84415018,+,ENSG00000137976.8,DNASE2B,protein_coding,HGNC:28875
chr1,HAVANA,84479258,84498352,+,ENSG00000117133.11,RPF1,protein_coding,HGNC:30350
chr1,HAVANA,84506299,84567379,+,ENSG00000122432.19,SPATA1,protein_coding,HGNC:14682
chr1,HAVANA,84999146,85133138,+,ENSG00000162643.13,DNAI3,protein_coding,HGNC:30711
chr1,HAVANA,85580760,85584589,+,ENSG00000142871.18,CCN1,protein_coding,HGNC:2654
chr1,HAVANA,86424170,86456553,+,ENSG00000137975.8,CLCA2,protein_coding,HGNC:2016
chr1,HAVANA,86468367,86500259,+,ENSG00000016490.16,CLCA1,protein_coding,HGNC:2015
chr1,HAVANA,86547077,86580754,+,ENSG00000016602.9,CLCA4,protein_coding,HGNC:2018
chr1,HAVANA,86704569,86748184,+,ENSG00000097033.15,SH3GLB1,protein_coding,HGNC:10833
chr1,HAVANA,86914634,87109982,+,ENSG00000153936.18,HS2ST1,protein_coding,HGNC:5193
chr1,HAVANA,86993008,87169204,+,ENSG00000267561.2,ENSG00000267561,protein_coding,
chr1,HAVANA,87328879,87348923,+,ENSG00000143013.13,LMO4,protein_coding,HGNC:6644
chr1,HAVANA,88684221,88836255,+,ENSG00000065243.20,PKN2,protein_coding,HGNC:9406
chr1,HAVANA,89364058,89388160,+,ENSG00000183347.15,GBP6,protein_coding,HGNC:25395
chr1,HAVANA,89524828,89597861,+,ENSG00000197147.15,LRRC8B,protein_coding,HGNC:30692
chr1,HAVANA,89579591,89579654,+,ENSG00000288629.1,ENSG00000288629,protein_coding,
chr1,HAVANA,89633071,89769903,+,ENSG00000171488.15,LRRC8C,protein_coding,HGNC:25075
chr1,HAVANA,89633139,89933250,+,ENSG00000271949.1,ENSG00000271949,protein_coding,
chr1,HAVANA,89821013,89936611,+,ENSG00000171492.14,LRRC8D,protein_coding,HGNC:16992
chr1,HAVANA,89995109,90035533,+,ENSG00000162664.17,ZNF326,protein_coding,HGNC:14104
chr1,HAVANA,91500850,91525764,+,ENSG00000097046.13,CDC7,protein_coding,HGNC:1745
chr1,HAVANA,91949342,92014426,+,ENSG00000137948.19,BRDT,protein_coding,HGNC:1105
chr1,HAVANA,92029984,92063538,+,ENSG00000172031.7,EPHX4,protein_coding,HGNC:23758
chr1,HAVANA,92080304,92184725,+,ENSG00000189195.15,BTBD8,protein_coding,HGNC:21019
chr1,HAVANA,92217914,92245813,+,ENSG00000203910.9,C1orf146,protein_coding,HGNC:24032
chr1,HAVANA,92299058,92402056,+,ENSG00000122484.9,RPAP2,protein_coding,HGNC:25791
chr1,HAVANA,92832012,92841924,+,ENSG00000122406.14,RPL5,protein_coding,HGNC:10360
chr1,HAVANA,93079234,93139079,+,ENSG00000143033.18,MTF2,protein_coding,HGNC:29535
chr1,HAVANA,93179918,93278730,+,ENSG00000122483.18,CCDC18,protein_coding,HGNC:30370
chr1,HAVANA,93345906,93369493,+,ENSG00000117505.13,DR1,protein_coding,HGNC:3017
chr1,HAVANA,93448117,93554661,+,ENSG00000137942.18,FNBP1L,protein_coding,HGNC:20851
chr1,HAVANA,94418388,94518666,+,ENSG00000117528.14,ABCD3,protein_coding,HGNC:67
chr1,HAVANA,94820341,94895246,+,ENSG00000143036.17,SLC44A3,protein_coding,HGNC:28689
chr1,HAVANA,95117354,95197607,+,ENSG00000152078.10,TLCD4,protein_coding,HGNC:26477
chr1,HAVANA,95117922,95247225,+,ENSG00000271092.5,TLCD4-RWDD3,protein_coding,HGNC:49388
chr1,HAVANA,95234209,95247225,+,ENSG00000122481.17,RWDD3,protein_coding,HGNC:21393
chr1,HAVANA,96721664,96823738,+,ENSG00000117569.20,PTBP2,protein_coding,HGNC:17662
chr1,HAVANA,98661700,98760500,+,ENSG00000162627.17,SNX7,protein_coding,HGNC:14971
chr1,HAVANA,99264291,99309590,+,ENSG00000117600.14,PLPPR4,protein_coding,HGNC:23496
chr1,HAVANA,99646112,99694541,+,ENSG00000099260.12,PALMD,protein_coding,HGNC:15846
chr1,HAVANA,99850360,99924023,+,ENSG00000162688.17,AGL,protein_coding,HGNC:321
chr1,HAVANA,99969350,100035634,+,ENSG00000117620.15,SLC35A3,protein_coding,HGNC:11023
chr1,HAVANA,99970010,100083321,+,ENSG00000283761.1,ENSG00000283761,protein_coding,
chr1,HAVANA,100038094,100083377,+,ENSG00000156875.14,MFSD14A,protein_coding,HGNC:23363
chr1,HAVANA,100133149,100150496,+,ENSG00000122435.11,TRMT13,protein_coding,HGNC:25502
chr1,HAVANA,100266215,100292769,+,ENSG00000137996.13,RTCA,protein_coding,HGNC:17981
chr1,HAVANA,100345000,100520277,+,ENSG00000079335.20,CDC14A,protein_coding,HGNC:1718
chr1,HAVANA,100538138,100542021,+,ENSG00000181656.7,GPR88,protein_coding,HGNC:4539
chr1,HAVANA,100719741,100739045,+,ENSG00000162692.12,VCAM1,protein_coding,HGNC:12663
chr1,HAVANA,100896075,100981757,+,ENSG00000162695.12,SLC30A7,protein_coding,HGNC:19306
chr1,HAVANA,101236864,101243713,+,ENSG00000170989.10,S1PR1,protein_coding,HGNC:3165
chr1,HAVANA,103525690,103555239,+,ENSG00000185946.16,RNPC3,protein_coding,HGNC:18666
chr1,HAVANA,103553814,103579534,+,ENSG00000240038.8,AMY2B,protein_coding,HGNC:478
chr1,HAVANA,103617426,103625780,+,ENSG00000243480.8,AMY2A,protein_coding,HGNC:477
chr1,HAVANA,103655759,103664554,+,ENSG00000237763.10,AMY1A,protein_coding,HGNC:474
chr1,HAVANA,103745322,103758726,+,ENSG00000187733.7,AMY1C,protein_coding,HGNC:476
chr1,HAVANA,107056673,107067636,+,ENSG00000198890.9,PRMT6,protein_coding,HGNC:18241
chr1,HAVANA,107140006,107484923,+,ENSG00000162631.20,NTNG1,protein_coding,HGNC:23319
chr1,HAVANA,108450281,108471920,+,ENSG00000186086.19,NBPF6,protein_coding,HGNC:31988
chr1,HAVANA,108560088,108644900,+,ENSG00000162636.16,EEIG2,protein_coding,HGNC:27637
chr1,HAVANA,108692309,108702928,+,ENSG00000134186.12,PRPF38B,protein_coding,HGNC:25512
chr1,HAVANA,108712907,108742749,+,ENSG00000143107.10,FNDC7,protein_coding,HGNC:26668
chr1,HAVANA,108746673,108809523,+,ENSG00000116266.11,STXBP3,protein_coding,HGNC:11446
chr1,HAVANA,108875349,108934545,+,ENSG00000121957.15,GPSM2,protein_coding,HGNC:29501
chr1,HAVANA,109090763,109096934,+,ENSG00000215717.7,TMEM167B,protein_coding,HGNC:30187
chr1,HAVANA,109113678,109206781,+,ENSG00000116299.17,ELAPOR1,protein_coding,HGNC:29618
chr1,HAVANA,109213917,109238182,+,ENSG00000031698.13,SARS1,protein_coding,HGNC:10537
chr1,HAVANA,109249538,109275751,+,ENSG00000143126.8,CELSR2,protein_coding,HGNC:3231
chr1,HAVANA,109466545,109482134,+,ENSG00000143028.9,SYPL2,protein_coding,HGNC:27638
chr1,HAVANA,109483478,109492804,+,ENSG00000162650.17,ATXN7L2,protein_coding,HGNC:28713
chr1,HAVANA,109494051,109502932,+,ENSG00000174151.15,CYB561D1,protein_coding,HGNC:26804
chr1,HAVANA,109539871,109548406,+,ENSG00000156097.13,GPR61,protein_coding,HGNC:13300
chr1,HAVANA,109548614,109600195,+,ENSG00000065135.12,GNAI3,protein_coding,HGNC:4387
chr1,HAVANA,109616103,109632051,+,ENSG00000116337.20,AMPD2,protein_coding,HGNC:469
chr1,HAVANA,109656098,109665496,+,ENSG00000168765.19,GSTM4,protein_coding,HGNC:4636
chr1,HAVANA,109668021,109709551,+,ENSG00000213366.13,GSTM2,protein_coding,HGNC:4634
chr1,HAVANA,109687813,109709039,+,ENSG00000134184.13,GSTM1,protein_coding,HGNC:4632
chr1,HAVANA,109711779,109775428,+,ENSG00000134201.12,GSTM5,protein_coding,HGNC:4637
chr1,HAVANA,109910241,109930992,+,ENSG00000184371.14,CSF1,protein_coding,HGNC:2432
chr1,HAVANA,109984764,110023742,+,ENSG00000168710.18,AHCYL1,protein_coding,HGNC:344
chr1,HAVANA,110031576,110074641,+,ENSG00000143093.15,STRIP1,protein_coding,HGNC:25916
chr1,HAVANA,110112442,110113947,+,ENSG00000186150.5,UBL4B,protein_coding,HGNC:32309
chr1,HAVANA,110150493,110202202,+,ENSG00000197106.7,SLC6A17,protein_coding,HGNC:31399
chr1,HAVANA,110210313,110283100,+,ENSG00000116396.15,KCNC4,protein_coding,HGNC:6236
chr1,HAVANA,110338505,110346681,+,ENSG00000162775.17,RBM15,protein_coding,HGNC:14959
chr1,HAVANA,110451148,110457358,+,ENSG00000143125.6,PROK1,protein_coding,HGNC:18454
chr1,HAVANA,110871187,110899922,+,ENSG00000143119.14,CD53,protein_coding,HGNC:1686
chr1,HAVANA,111139478,111185104,+,ENSG00000134255.16,CEPT1,protein_coding,HGNC:24289
chr1,HAVANA,111200770,111243440,+,ENSG00000064886.14,CHI3L2,protein_coding,HGNC:1933
chr1,HAVANA,111290850,111320566,+,ENSG00000134216.19,CHIA,protein_coding,HGNC:17432
chr1,HAVANA,111346599,111353013,+,ENSG00000173947.14,CIMAP3,protein_coding,HGNC:27009
chr1,HAVANA,111448863,111462773,+,ENSG00000116459.11,ATP5PB,protein_coding,HGNC:840
chr1,HAVANA,111473791,111478512,+,ENSG00000143110.12,C1orf162,protein_coding,HGNC:28344
chr1,HAVANA,111542217,111716691,+,ENSG00000116473.15,RAP1A,protein_coding,HGNC:9855
chr1,HAVANA,111754831,111775602,+,ENSG00000064703.13,DDX20,protein_coding,HGNC:2743
chr1,HAVANA,112396213,112463456,+,ENSG00000143079.15,CTTNBP2NL,protein_coding,HGNC:25330
chr1,HAVANA,112466540,112530165,+,ENSG00000134245.18,WNT2B,protein_coding,HGNC:12781
chr1,HAVANA,112619804,112671616,+,ENSG00000116489.13,CAPZA1,protein_coding,HGNC:1488
chr1,HAVANA,112673140,112700756,+,ENSG00000155363.19,MOV10,protein_coding,HGNC:7200
chr1,HAVANA,112718904,112727235,+,ENSG00000184599.14,TAFA3,protein_coding,HGNC:21590
chr1,HAVANA,113073197,113132260,+,ENSG00000198799.12,LRIG2,protein_coding,HGNC:20889
chr1,HAVANA,113390514,113685923,+,ENSG00000081026.19,MAGI3,protein_coding,HGNC:29647
chr1,HAVANA,113904618,113914086,+,ENSG00000118655.8,DCLRE1B,protein_coding,HGNC:17641
chr1,HAVANA,113929323,113977869,+,ENSG00000163349.22,HIPK1,protein_coding,HGNC:19006
chr1,HAVANA,113979390,114035572,+,ENSG00000116774.12,OLFML3,protein_coding,HGNC:24956
chr1,HAVANA,114854862,114995370,+,ENSG00000198765.12,SYCP1,protein_coding,HGNC:11487
chr1,HAVANA,115029825,115034302,+,ENSG00000134200.4,TSHB,protein_coding,HGNC:12372
chr1,HAVANA,115641969,115698224,+,ENSG00000173218.15,VANGL1,protein_coding,HGNC:15512
chr1,HAVANA,115976512,116070054,+,ENSG00000163393.13,SLC22A15,protein_coding,HGNC:20301
chr1,HAVANA,116111398,116138149,+,ENSG00000173212.5,MAB21L3,protein_coding,HGNC:26787
chr1,HAVANA,116372667,116410261,+,ENSG00000163399.16,ATP1A1,protein_coding,HGNC:799
chr1,HAVANA,116754429,116769229,+,ENSG00000116824.5,CD2,protein_coding,HGNC:1639
chr1,HAVANA,116909915,116990353,+,ENSG00000134247.10,PTGFRN,protein_coding,HGNC:9601
chr1,HAVANA,117001749,117036552,+,ENSG00000134256.13,CD101,protein_coding,HGNC:5949
chr1,HAVANA,117060325,117107453,+,ENSG00000116830.12,TTF2,protein_coding,HGNC:12398
